,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1543693,2022-03-06T11:05:00Z,POINT (-222.69971698117564 3878.060033812991),400,AtRecreation,BecomingHungry,Awake,752.0,562.4616583504056,601,Stable,16,219.9583303109396
1543853,2022-03-06T11:05:00Z,POINT (-3207.1448853054753 6492.121888216107),578,AtRecreation,BecameFull,Awake,1473.0,1546.0326948893944,890,Stable,20,556.2339204012244
1544010,2022-03-06T11:05:00Z,POINT (-255.20383832082734 5017.891374884295),766,AtRecreation,BecomingHungry,Awake,1682.0,930.8446473768324,1115,Stable,16,228.98865010083307
1544458,2022-03-06T11:10:00Z,POINT (-1691.6464195456897 3869.240417501726),272,AtRecreation,BecomingHungry,Awake,1031.0,409.2596117937395,409,Stable,20,374.0471623032238
1544903,2022-03-06T11:10:00Z,POINT (-3892.2098206068376 5978.932455774008),784,AtRecreation,BecameFull,Awake,1596.0,971.2843616033036,1316,Stable,16,222.63427397994155
1545113,2022-03-06T11:15:00Z,POINT (-272.45543498934785 5028.484552376346),39,AtRecreation,BecameFull,Awake,188.0,1880.0602452595024,171,Stable,20,988.9158099927836
1546088,2022-03-06T11:20:00Z,POINT (1794.8957263783127 4347.313496349634),136,AtRecreation,BecomingHungry,Awake,312.0,3804.437486999273,320,Stable,16,1298.366031145233
1546288,2022-03-06T11:20:00Z,POINT (-1524.2653895768624 3800.7554018418637),348,AtRecreation,BecomingHungry,Awake,480.0,1325.290876948504,521,Stable,16,396.0524535522474
1546557,2022-03-06T11:20:00Z,POINT (-1990.9300837153144 3360.048889496844),666,AtRestaurant,Hungry,Awake,461.0,2085.051373722299,1317,Stable,12,639.1858560013925
1546653,2022-03-06T11:20:00Z,POINT (-3222.8262447293014 6476.708934022176),770,AtRecreation,BecomingHungry,Awake,1502.0,1625.068287565658,1324,Stable,16,476.5375676052214
1546695,2022-03-06T11:20:00Z,POINT (774.5967778001578 935.3056105738642),837,AtRecreation,BecomingHungry,Awake,221.0,985.8652128003376,446,Stable,12,247.03560608054156
1546714,2022-03-06T11:20:00Z,POINT (-3807.705038675562 6367.1002379848405),869,AtRecreation,BecomingHungry,Awake,1672.0,2775.778275800198,1260,Stable,16,751.7894859045078
1546825,2022-03-06T11:20:00Z,POINT (-222.27555325987782 3871.538669023546),1002,AtRecreation,BecameFull,Awake,528.0,1472.136681061085,580,Stable,12,325.33139094127995
1547035,2022-03-06T11:25:00Z,POINT (966.3865259047029 3999.3020201485583),206,AtRecreation,BecomingHungry,Awake,84.0,1664.522969703175,47,Stable,16,448.072323409261
1547854,2022-03-06T11:30:00Z,POINT (-1616.740124581225 3887.7475508704483),143,AtRecreation,BecameFull,Awake,1073.0,1940.9034658199464,702,Stable,12,683.4810029036753
1548180,2022-03-06T11:30:00Z,POINT (-3790.7716500266065 6376.481813639942),489,AtRecreation,BecomingHungry,Awake,1235.0,3303.7637206327167,976,Stable,12,1003.5596606565392
1548295,2022-03-06T11:30:00Z,POINT (-234.86277906911178 3874.7305751178133),635,AtRecreation,BecomingHungry,Awake,962.0,2435.9015799109648,1002,Stable,16,731.7807112864987
1548357,2022-03-06T11:30:00Z,POINT (-3804.6014528615765 6363.604524906198),708,AtRecreation,BecomingHungry,Awake,935.0,1629.908166894401,889,Stable,16,302.22076873898635
1548358,2022-03-06T11:30:00Z,POINT (-3194.620539313869 7160.4468648906295),709,AtRestaurant,Hungry,Awake,1585.0,1715.0806235053712,42,Stable,12,447.98489940510245
1548436,2022-03-06T11:30:00Z,POINT (953.0165610929529 4002.5452076273414),807,AtRecreation,BecomingHungry,Awake,198.0,960.130143453424,533,Stable,12,252.89202854584423
1548564,2022-03-06T11:30:00Z,POINT (-3914.955786793876 5979.653965890376),981,AtRecreation,BecomingHungry,Awake,1724.0,1611.7034153197612,1135,Stable,16,293.92561574960223
1548945,2022-03-06T11:35:00Z,POINT (-3215.2702210341495 6493.588478091337),367,AtRecreation,BecameFull,Awake,1641.0,1586.258581656101,996,Stable,12,498.3696825735415
1548995,2022-03-06T11:35:00Z,POINT (-1696.7758584321725 3860.188991141859),424,AtRecreation,BecomingHungry,Awake,527.0,1017.3154506814722,421,Stable,20,375.46877842085865
1549066,2022-03-06T11:35:00Z,POINT (-813.6414908352036 4490.337298358578),495,AtRestaurant,Hungry,Awake,718.0,1230.8101308542934,505,Stable,16,373.352631685054
1549255,2022-03-06T11:35:00Z,POINT (-251.46904522458442 5024.769873581048),726,AtRecreation,BecameFull,Awake,1037.0,1706.9136636094263,869,Stable,16,319.0008736439376
1549296,2022-03-06T11:35:00Z,POINT (-223.0934043879636 3886.0143219890565),776,AtRecreation,BecomingHungry,Awake,478.0,1660.495265899925,651,Stable,12,528.8817466936106
1549406,2022-03-06T11:35:00Z,POINT (-3204.657869189811 6478.489310033927),943,AtRecreation,BecomingHungry,Awake,1366.0,1944.284102387946,1176,Stable,16,506.0257488778531
1549537,2022-03-06T11:40:00Z,POINT (954.4776440379898 3984.0013311483904),64,AtRecreation,BecomingHungry,Awake,320.0,1454.1800518548253,273,Stable,16,566.0700308229613
1549969,2022-03-06T11:40:00Z,POINT (-3131.204403619594 6674.803168214857),522,AtRestaurant,Hungry,Awake,1475.0,786.4215731233214,608,Stable,12,196.32743674610185
1550119,2022-03-06T11:40:00Z,POINT (-3218.9996205632897 6483.734571193459),710,AtRecreation,BecomingHungry,Awake,1600.0,2673.679027561672,1313,Stable,12,777.8944340875578
1550456,2022-03-06T11:45:00Z,POINT (1407.7373079302024 4015.037561931556),103,AtRestaurant,Hungry,Awake,938.0,3593.952080618149,1321,Stable,12,1518.3559981191258
1550783,2022-03-06T11:45:00Z,POINT (-503.8461253907533 3551.16031864127),452,AtRecreation,BecomingHungry,Awake,807.0,1414.2572245095737,506,Stable,20,545.9583259636173
1551403,2022-03-06T11:50:00Z,POINT (-219.3340607349177 3883.8624484338693),174,AtRecreation,BecomingHungry,Awake,203.0,2062.7528244471287,151,Stable,20,684.1857831063021
1551506,2022-03-06T11:50:00Z,POINT (-513.9270441727598 3538.824955453815),281,AtRecreation,BecomingHungry,Awake,754.0,1131.9223280554122,398,Stable,16,446.8806503729071
1551570,2022-03-06T11:50:00Z,POINT (-1614.4566005146844 3872.648504220296),350,AtRecreation,BecomingHungry,Awake,703.0,3229.530073106881,694,Stable,16,975.3105006201891
1551653,2022-03-06T11:50:00Z,POINT (-487.49450171159697 3543.347254709308),442,AtRecreation,Hungry,Awake,592.0,2291.942890482795,512,Stable,16,739.3064965934282
1551857,2022-03-06T11:50:00Z,POINT (-249.95257794544713 5025.656613544757),688,AtRecreation,BecomingHungry,Awake,1024.0,1390.2380148633786,739,Stable,16,291.11937674025705
1551978,2022-03-06T11:50:00Z,POINT (-3807.2611836590013 6380.453989150536),841,AtRecreation,BecomingHungry,Awake,1666.0,2075.792343098059,1187,Stable,16,664.6088288629766
1552052,2022-03-06T11:50:00Z,POINT (-3912.5004390795984 5958.590417420666),949,AtRecreation,BecomingHungry,Awake,1454.0,1448.077072555636,1284,Stable,16,292.8803317400219
1552189,2022-03-06T11:55:00Z,POINT (-270.47825821451517 5013.537503242848),76,AtRecreation,BecomingHungry,Awake,76.0,1248.8732527126608,252,Stable,16,518.6212796600876
1552263,2022-03-06T11:55:00Z,POINT (-240.22529887530874 3879.0159514291477),152,AtRecreation,BecomingHungry,Awake,14.0,1121.2442015026088,217,Stable,16,373.4793219619671
1552661,2022-03-06T11:55:00Z,POINT (-3138.0326387163614 6685.962603162028),587,AtRestaurant,Hungry,Awake,1149.0,887.24369719597,962,Stable,16,239.84576893092165
1552708,2022-03-06T11:55:00Z,POINT (-1595.7819195548448 3878.283545544384),652,AtRecreation,BecomingHungry,Awake,792.0,1037.5440994032188,768,Stable,20,589.9593453092288
1552838,2022-03-06T11:55:00Z,POINT (507.3590440459942 1615.0516040822758),810,AtRestaurant,Hungry,Awake,236.0,1176.0765803126603,94,Stable,12,292.6522055020315
1552939,2022-03-06T11:55:00Z,POINT (1798.8633765985348 4351.869514280894),956,AtRecreation,BecomingHungry,Awake,94.0,2983.720018024748,147,Stable,12,747.9378746394879
1552969,2022-03-06T11:55:00Z,POINT (-1614.2304788939682 3900.5903839426123),986,AtRecreation,BecameFull,Awake,821.0,2420.228206463228,264,Stable,12,593.0847926134487
1553610,2022-03-06T12:00:00Z,POINT (-1619.4640061761343 3891.454658767778),681,AtRecreation,Hungry,Awake,964.0,1337.3834013813632,825,Stable,16,266.02977712503144
1553907,2022-03-06T12:05:00Z,POINT (-3144.9926250719873 6665.563880335459),33,AtRestaurant,Hungry,Awake,1397.0,3651.428503901568,803,Stable,12,1734.561849556718
1554011,2022-03-06T12:05:00Z,POINT (-255.89521037937885 5017.3680637566085),139,AtRecreation,BecomingHungry,Awake,20.0,793.523915576673,81,Stable,20,649.0498281117584
1554319,2022-03-06T12:05:00Z,POINT (-1619.117367175342 3886.499786130269),468,AtRecreation,BecomingHungry,Awake,638.0,1755.9512420609858,438,Stable,16,425.80405935556274
1554631,2022-03-06T12:05:00Z,POINT (-1609.5218329258764 3857.138364590555),865,AtRestaurant,Hungry,Awake,605.0,914.6534857447656,197,Stable,12,209.06082361151647
1554960,2022-03-06T12:10:00Z,POINT (-3935.537826169707 5488.026750820099),211,AtRestaurant,Hungry,Awake,252.0,3333.702838790254,1082,Stable,12,1310.7530809036575
1555331,2022-03-06T12:10:00Z,POINT (-257.38630245587774 5039.702135568135),630,AtRecreation,BecomingHungry,Awake,1245.0,1381.1456456050173,946,Stable,16,525.3200736669567
1555370,2022-03-06T12:10:00Z,POINT (-1633.771653870335 3876.992191636821),681,AtRestaurant,Hungry,Awake,964.0,1336.1466953272743,825,Stable,16,264.7930710709428
1555788,2022-03-06T12:15:00Z,POINT (764.4963572573384 927.3662503121893),158,AtRecreation,BecomingHungry,Awake,1.0,3469.971586278737,256,Stable,16,1150.6620107045862
1555825,2022-03-06T12:15:00Z,POINT (-222.6199879359059 3881.63508740316),196,AtRecreation,BecomingHungry,Awake,216.0,1399.2437787040296,351,Stable,16,338.8286986702939
1556359,2022-03-06T12:15:00Z,POINT (-3139.8667359065107 6678.96388056245),811,AtRestaurant,Hungry,Awake,486.0,2184.388015499508,1259,Stable,12,723.3213151645425
1556507,2022-03-06T12:15:00Z,POINT (-1996.9216249779854 3379.8523657218702),1004,AtRestaurant,Hungry,Awake,460.0,1767.6029302916374,87,Stable,12,381.45787096768856
1556835,2022-03-06T12:20:00Z,POINT (-3200.3039438033584 6485.131846199602),334,AtRecreation,BecomingHungry,Awake,1489.0,2905.266706812138,1309,Stable,12,1032.3019499944987
1557226,2022-03-06T12:20:00Z,POINT (-3810.2087335826377 6375.8594023405985),788,AtRecreation,BecomingHungry,Awake,1606.0,629.6023366881184,1104,Stable,16,166.25971793005445
1557366,2022-03-06T12:20:00Z,POINT (-255.94409818702533 5025.084408681533),983,AtRecreation,BecomingHungry,Awake,341.0,2522.875456305567,41,Stable,12,678.0833544710534
1557613,2022-03-06T12:25:00Z,POINT (-1989.8283753170367 3365.5700598276426),224,AtRestaurant,Hungry,Awake,174.0,2051.7712405866823,373,Stable,12,543.8273050428415
1557702,2022-03-06T12:25:00Z,POINT (-1619.8441821678703 3868.6998926900296),321,AtRestaurant,Hungry,Awake,609.0,2204.091162916661,428,Stable,20,1240.8829392546218
1557746,2022-03-06T12:25:00Z,POINT (-234.9146680520211 3890.306894475713),368,AtRecreation,BecomingHungry,Awake,1607.0,3870.124838254335,1185,Stable,12,1288.5202306285537
1557835,2022-03-06T12:25:00Z,POINT (-1697.5967169869639 3868.4102154535553),464,AtRecreation,BecameFull,Awake,1209.0,3218.9402014623342,564,Stable,20,1282.315921344957
1557900,2022-03-06T12:25:00Z,POINT (-811.5643725425294 4502.249235103685),535,AtRestaurant,Hungry,Awake,1133.0,1381.5396796300763,786,Stable,16,685.81938617311
1558107,2022-03-06T12:25:00Z,POINT (-3915.453086734525 5502.694446360115),795,AtRestaurant,Hungry,Awake,1574.0,465.2307487867153,1200,Stable,16,167.48415537362092
1558250,2022-03-06T12:25:00Z,POINT (-826.0402624938532 4489.628706017763),987,AtRestaurant,Hungry,Awake,621.0,2039.276846439053,121,Stable,12,555.4124101736102
1558326,2022-03-06T12:30:00Z,POINT (-265.12928555981347 5029.531816101641),53,AtRecreation,BecomingHungry,Awake,1599.0,1666.6588888569688,1211,Stable,12,580.6372682580943
1558378,2022-03-06T12:30:00Z,POINT (-500.10179057067495 3538.9281801428174),105,AtRecreation,BecomingHungry,Awake,154.0,1029.9930590719464,334,Stable,20,581.414854119097
1558571,2022-03-06T12:30:00Z,POINT (-3793.367833977486 6382.262346732996),310,AtRecreation,BecomingHungry,Awake,950.0,1148.111208278926,937,Stable,12,451.6727150807849
1558860,2022-03-06T12:30:00Z,POINT (-252.77417116510256 5016.469891196253),642,AtRecreation,Hungry,Awake,105.0,1206.2227523213785,1199,Stable,12,334.9767998769045
1558909,2022-03-06T12:30:00Z,POINT (-3800.9106378956053 6370.986430414048),700,AtRecreation,BecameFull,Awake,1144.0,1252.0362129323814,720,Stable,20,485.968084916296
1559148,2022-03-06T12:30:00Z,POINT (-3939.5574573328454 5480.40015272728),1005,AtRestaurant,Hungry,Awake,1558.0,1630.0226000916762,1227,Stable,16,378.8683497604232
1559226,2022-03-06T12:35:00Z,POINT (-271.472871798973 5022.364084314499),73,AtRecreation,BecomingHungry,Awake,73.0,2641.5426527715404,50,Stable,16,1017.5487103368202
1559306,2022-03-06T12:35:00Z,POINT (1794.9482068929265 4348.1311714050535),156,AtRecreation,Hungry,Awake,184.0,1172.7783508294997,203,Stable,16,341.5571975761756
1559472,2022-03-06T12:35:00Z,POINT (-1614.3807376873806 3877.3837266638616),331,AtRestaurant,Hungry,Awake,823.0,2851.866787402471,622,Stable,16,971.4757970821266
1559503,2022-03-06T12:35:00Z,POINT (-503.1430786472782 3564.2165360455106),365,AtRecreation,BecomingHungry,Awake,652.0,888.4230596076051,429,Stable,16,201.04447762799583
1559524,2022-03-06T12:35:00Z,POINT (-219.00461143886548 3871.739314381512),390,AtRecreation,BecomingHungry,Awake,487.0,623.6939861665658,453,Stable,20,441.4798952823821
1559634,2022-03-06T12:35:00Z,POINT (-1629.8775593907803 3869.9848533179097),503,AtRestaurant,Hungry,Awake,515.0,1309.406276345608,618,Stable,20,483.0967733723586
1559755,2022-03-06T12:35:00Z,POINT (-3134.554078397599 6664.860796335605),664,AtRestaurant,Hungry,Awake,1679.0,940.0627209662296,173,Stable,12,274.7041613488272
1560133,2022-03-06T12:40:00Z,POINT (-3899.0831435458267 5979.602539876522),100,AtRecreation,BecomingHungry,Awake,1503.0,1629.7185763136993,402,Stable,12,499.1694947278822
1560582,2022-03-06T12:40:00Z,POINT (-253.15774756050087 5016.631204253596),588,AtRecreation,BecameFull,Awake,1154.0,733.7833747395057,933,Stable,16,176.7956425012228
1560641,2022-03-06T12:40:00Z,POINT (-274.1491570346978 5017.411571352068),672,AtRecreation,BecomingHungry,Awake,1177.0,2327.3349144267268,865,Stable,16,691.9330712349166
1560762,2022-03-06T12:40:00Z,POINT (-810.0070343728181 4512.019078291725),814,AtRestaurant,Hungry,Awake,1685.0,1506.8528959446016,1042,Stable,16,495.557071251868
1561092,2022-03-06T12:45:00Z,POINT (621.6709396509298 1992.3974702154449),183,AtRestaurant,Hungry,Awake,30.0,3728.053360402839,1217,Stable,12,1633.709846332902
1561190,2022-03-06T12:45:00Z,POINT (-1611.9377800819514 3879.762400633433),286,AtRestaurant,Hungry,Awake,496.0,1352.448374218146,563,Stable,16,450.2683430505763
1561380,2022-03-06T12:45:00Z,POINT (-3997.5853299362348 6680.556452191234),489,AtRestaurant,Hungry,Awake,1235.0,3292.706304691096,976,Stable,12,992.5022447149182
1561531,2022-03-06T12:45:00Z,POINT (-1526.4900336253068 3823.6576904464537),682,AtRecreation,BecomingHungry,Awake,1108.0,1385.2177330712352,744,Stable,16,277.2125570829251
1562006,2022-03-06T12:50:00Z,POINT (-251.77337872793 5016.3398999376495),217,AtRecreation,BecomingHungry,Awake,80.0,1352.4503998645955,60,Stable,20,497.66518181788376
1562157,2022-03-06T12:50:00Z,POINT (-222.30891289231027 3865.6332558429094),379,AtRecreation,BecomingHungry,Awake,1268.0,1620.7219650663178,1286,Stable,12,489.22210046545007
1562298,2022-03-06T12:50:00Z,POINT (-3130.066150985785 6686.783180467024),533,AtRestaurant,Hungry,Awake,949.0,780.9095873193262,984,Stable,16,230.63437822738987
1562346,2022-03-06T12:50:00Z,POINT (-3942.5773891974263 5488.0917785722195),593,AtRestaurant,Hungry,Awake,1638.0,1072.5225201031562,796,Stable,20,453.1197263842203
1562378,2022-03-06T12:50:00Z,POINT (-236.75399628446323 3883.8917443885634),638,AtRecreation,BecameFull,Awake,104.0,1221.5790774900995,1095,Stable,12,339.38255913406573
1562669,2022-03-06T12:50:00Z,POINT (697.6048063307555 4405.31469511089),1006,AtRestaurant,Hungry,Awake,1633.0,1494.4585391986243,1047,Stable,16,266.6436372571598
1562903,2022-03-06T12:55:00Z,POINT (492.03865893297 1635.8361913439603),234,AtRestaurant,Hungry,Awake,214.0,3167.7328502849577,155,Stable,16,979.0058221563188
1562959,2022-03-06T12:55:00Z,POINT (-1612.0075307699515 3862.97846634789),296,AtRestaurant,Hungry,Awake,488.0,3379.027228891433,436,Stable,16,1155.2574775731237
1563204,2022-03-06T12:55:00Z,POINT (-1623.0486801153672 3863.7422741471482),563,AtRestaurant,Hungry,Awake,943.0,1084.3736151055682,777,Stable,20,1002.3009436178712
1563260,2022-03-06T12:55:00Z,POINT (705.9244152380143 4382.735755200224),642,AtRestaurant,Hungry,Awake,105.0,1205.044415943844,1199,Stable,12,333.79846349937026
1563277,2022-03-06T12:55:00Z,POINT (-227.21580685648644 3869.3377491479705),666,AtRecreation,BecameFull,Awake,461.0,2079.291133799661,1317,Stable,12,639.1858560013925
1563317,2022-03-06T12:55:00Z,POINT (-3911.675677253171 5963.519436097607),708,AtRecreation,JustAte,Awake,935.0,1609.4944759252544,889,Stable,16,292.01392325441304
1563551,2022-03-06T12:55:00Z,POINT (-815.777790426695 4493.190036252411),1008,AtRestaurant,Hungry,Awake,525.0,3090.847788942628,55,Stable,12,686.8791516481231
1563914,2022-03-06T13:00:00Z,POINT (-3214.2954438424968 6479.847567189197),376,AtRecreation,Hungry,Awake,1449.0,1253.9798022740356,972,Stable,12,439.60473946945655
1563959,2022-03-06T13:00:00Z,POINT (1397.9593833267948 4001.8368855777194),428,AtRestaurant,Hungry,Awake,261.0,2017.5821538213152,934,Stable,12,569.0635853552071
1564172,2022-03-06T13:00:00Z,POINT (-3895.6042411365493 5970.070245595672),683,AtRecreation,Hungry,Awake,1722.0,3588.8987950185115,275,Stable,12,990.6939261382308
1564204,2022-03-06T13:00:00Z,POINT (-256.71512075792623 5040.933876738034),715,AtRecreation,BecomingHungry,Awake,941.0,3389.978468157244,831,Stable,16,793.427198644679
1564214,2022-03-06T13:00:00Z,POINT (697.1494988873814 4402.284281122716),725,AtRestaurant,Hungry,Awake,1014.0,1261.281252222215,736,Stable,16,245.0126309094356
1564357,2022-03-06T13:00:00Z,POINT (759.05553963974 944.9296341041313),934,AtRecreation,BecomingHungry,Awake,18.0,3721.510638906409,67,Stable,16,846.583367581836
1564523,2022-03-06T13:05:00Z,POINT (-506.6130667241792 3542.174387516444),90,AtRecreation,BecomingHungry,Awake,771.0,1980.648979655766,630,Stable,12,743.7253249658803
1564661,2022-03-06T13:05:00Z,POINT (-499.23651902660777 3551.2264088451966),232,AtRecreation,BecomingHungry,Awake,235.0,1608.903765334016,73,Stable,20,565.4416231501705
1565211,2022-03-06T13:05:00Z,POINT (-3904.612867889889 5970.666966570229),895,AtRecreation,BecomingHungry,Awake,1547.0,1090.5767728619087,1029,Stable,16,356.34056578689143
1565216,2022-03-06T13:05:00Z,POINT (-4135.526294637627 7249.070994502354),905,AtRestaurant,Hungry,Awake,1380.0,1413.661468884595,1257,Stable,16,416.5382571021944
1565434,2022-03-06T13:10:00Z,POINT (491.7149809392322 1626.2756627930896),121,AtRestaurant,Hungry,Awake,31.0,1496.610510304757,4,Stable,16,482.1001460111496
1565828,2022-03-06T13:10:00Z,POINT (-1174.5881994848733 5838.017197925027),545,AtRestaurant,Hungry,Awake,1260.0,672.116972846981,819,Stable,16,214.7614807750877
1565894,2022-03-06T13:10:00Z,POINT (-3924.5042754779506 5495.4785794800555),633,AtRestaurant,Hungry,Awake,479.0,3002.0309886257883,1025,Stable,12,911.8683045334792
1566739,2022-03-06T13:15:00Z,POINT (-215.51204038001475 3880.2343918076094),585,AtRecreation,BecomingHungry,Awake,1462.0,2012.9330406444387,1031,Stable,12,710.1184491294723
1566820,2022-03-06T13:15:00Z,POINT (-231.7318538858456 3883.8962290659915),691,AtRecreation,Hungry,Awake,1275.0,2956.39027937176,810,Stable,16,783.3831081331793
1567078,2022-03-06T13:20:00Z,POINT (-225.55597008326123 3890.7404205581433),4,AtRecreation,BecomingHungry,Awake,136.0,1188.3507365538976,177,Stable,20,1888.528927683667
1567171,2022-03-06T13:20:00Z,POINT (1798.4900331418878 4353.168569814986),98,AtRecreation,BecomingHungry,Awake,229.0,1455.3433738840245,6,Stable,16,468.24453855832695
1567412,2022-03-06T13:20:00Z,POINT (-1630.3384914393496 3858.5990256380464),353,AtRestaurant,Hungry,Awake,776.0,689.2830312891803,379,Stable,16,192.56387512355536
1567549,2022-03-06T13:20:00Z,POINT (-222.18038231521123 3866.229179957218),498,AtRecreation,Hungry,Awake,812.0,1443.2801423390808,530,Stable,16,334.53181650220097
1567864,2022-03-06T13:20:00Z,POINT (-1538.4571662358987 3804.0028428150913),916,AtRecreation,BecomingHungry,Awake,709.0,2116.67561956195,558,Stable,20,969.591640794224
1567880,2022-03-06T13:20:00Z,POINT (-268.55174566917634 5014.9940161674385),937,AtRecreation,BecameFull,Awake,1436.0,2221.4112513805626,550,Stable,12,619.940811017267
1568196,2022-03-06T13:25:00Z,POINT (954.1633419054704 3995.460887129569),247,AtRecreation,BecameFull,Awake,195.0,916.031036255667,88,Stable,20,343.02301971899624
1568260,2022-03-06T13:25:00Z,POINT (-3133.8824408158684 6656.957528442799),319,AtRestaurant,Hungry,Awake,1185.0,1115.9801453550915,1066,Stable,12,279.70187256204605
1568550,2022-03-06T13:25:00Z,POINT (-822.3937207026171 4487.538013485952),656,AtRestaurant,Hungry,Awake,282.0,1733.2043966386404,980,Stable,12,612.2167759310978
1568624,2022-03-06T13:25:00Z,POINT (-3218.8673022537514 6485.947203649339),735,AtRecreation,BecameFull,Awake,1420.0,1858.8156284907575,341,Stable,12,343.57653630336284
1568726,2022-03-06T13:25:00Z,POINT (974.7967550015233 3983.0899336761504),889,AtRecreation,BecomingHungry,Awake,334.0,1801.089267075202,68,Stable,12,504.4609698323471
1568749,2022-03-06T13:25:00Z,POINT (-824.3966072996396 4510.058416349269),926,AtRestaurant,Hungry,Awake,1052.0,1794.2256832560147,629,Stable,12,212.4778261240511
1568866,2022-03-06T13:30:00Z,POINT (-829.3909547364063 4490.924050812176),32,AtRestaurant,Hungry,Awake,1146.0,1849.3308506912997,832,Stable,12,784.5297866966938
1568876,2022-03-06T13:30:00Z,POINT (-3782.6615822091367 6360.677089182772),42,AtRecreation,Hungry,Awake,1471.0,1675.3840809915405,723,Stable,12,741.1382012907771
1569148,2022-03-06T13:30:00Z,POINT (-264.91223602912623 5023.989843423114),327,AtRecreation,BecomingHungry,Awake,1278.0,1666.638537775899,719,Stable,12,525.8782068151651
1569350,2022-03-06T13:30:00Z,POINT (-3906.5496028730404 5960.178993871052),547,AtRecreation,Hungry,Awake,1692.0,2224.0883371624072,1209,Stable,12,768.3977543954279
1569392,2022-03-06T13:30:00Z,POINT (-3901.4671147308354 5975.122599247434),601,AtRecreation,BecomingHungry,Awake,1150.0,939.7769520344182,955,Stable,16,213.03388742225997
1569663,2022-03-06T13:30:00Z,POINT (-1224.3955059675784 4928.2184573034865),960,AtRestaurant,Hungry,Awake,1257.0,1023.9177672961364,898,Stable,16,235.63460552784255
1569686,2022-03-06T13:30:00Z,POINT (702.7544882160914 4391.350272685504),983,AtRestaurant,Hungry,Awake,341.0,2511.0920925302244,41,Stable,12,666.2999906957109
1569970,2022-03-06T13:35:00Z,POINT (-223.83402535541762 3872.7275050337266),263,AtRecreation,BecameFull,Awake,1390.0,1628.5750031542825,914,Stable,12,600.3581252011975
1569995,2022-03-06T13:35:00Z,POINT (-1603.1544678254652 3873.5967938534213),292,AtRecreation,Hungry,Awake,514.0,1520.6986539903064,497,Stable,20,655.4718510539092
1570226,2022-03-06T13:35:00Z,POINT (-1628.8195206467572 3878.9664503703925),543,AtRestaurant,Hungry,Awake,983.0,1065.404984684959,764,Stable,16,272.2441075163585
1570234,2022-03-06T13:35:00Z,POINT (-221.80800894694832 3879.548492246552),551,AtRecreation,Hungry,Awake,1091.0,2327.2879030136355,746,Stable,16,816.1187697326116
1570538,2022-03-06T13:35:00Z,POINT (399.52002588901416 1190.8114785594698),955,AtRestaurant,Hungry,Awake,314.0,3435.122367743871,257,Stable,12,794.5782164277736
1570686,2022-03-06T13:40:00Z,POINT (699.5594383652852 4403.32309758197),93,AtRestaurant,Hungry,Awake,187.0,1417.1333713202166,339,Stable,16,476.6274295412388
1570750,2022-03-06T13:40:00Z,POINT (-3195.859663494695 6500.5759354020165),160,AtRecreation,BecameFull,Awake,991.0,2649.619481165815,1303,Stable,12,1217.3620957359567
1570866,2022-03-06T13:40:00Z,POINT (-1635.5743426890913 3859.282328168828),281,AtRestaurant,Hungry,Awake,754.0,1115.2577883803451,398,Stable,16,430.2161106978403
1571039,2022-03-06T13:40:00Z,POINT (-1633.4250148695428 3872.0373189993124),468,AtRestaurant,Hungry,Awake,638.0,1733.69053308739,438,Stable,16,403.5433503819671
1571087,2022-03-06T13:40:00Z,POINT (-3938.5769999495346 5491.256846012453),520,AtRestaurant,Hungry,Awake,1723.0,2273.3182079495773,1207,Stable,12,813.2527287975588
1571170,2022-03-06T13:40:00Z,POINT (-220.1273355503996 3884.7009265615143),627,AtRecreation,Hungry,Awake,1524.0,2152.2562035546634,1231,Stable,12,649.6631985277494
1571260,2022-03-06T13:40:00Z,POINT (690.7843660891049 4380.71446453495),731,AtRestaurant,Hungry,Awake,1096.0,2566.245497241514,903,Stable,16,671.0168090125758
1571355,2022-03-06T13:40:00Z,POINT (-3147.932090555461 6679.491740025331),870,AtRestaurant,Hungry,Awake,1540.0,1309.9714197776636,1251,Stable,20,688.0739378419657
1571509,2022-03-06T13:45:00Z,POINT (1412.8585983647504 4010.7385587873746),35,AtRestaurant,Hungry,Awake,215.0,834.0735930935542,294,Stable,20,330.5235166459468
1571516,2022-03-06T13:45:00Z,POINT (-3989.475262118765 6664.751727734064),42,AtRestaurant,Hungry,Awake,1471.0,1674.5335105344925,723,Stable,12,740.2876308337294
1571546,2022-03-06T13:45:00Z,POINT (687.2257146041437 4388.62994831847),73,AtRestaurant,Hungry,Awake,73.0,2629.759288996198,50,Stable,16,1005.7653465614776
1571554,2022-03-06T13:45:00Z,POINT (1817.6394222195413 4339.896567613748),81,AtRecreation,BecameFull,Awake,257.0,1706.3474035362865,323,Stable,20,1286.308434212376
1571559,2022-03-06T13:45:00Z,POINT (762.3044935837762 941.4855503156165),86,AtRecreation,Hungry,Awake,288.0,1626.1680747637336,357,Stable,16,542.6407749943367
1571570,2022-03-06T13:45:00Z,POINT (-260.5469561479538 5030.149935638405),97,AtRecreation,BecameFull,Awake,2.0,2152.0476954546866,354,Stable,20,1430.9790964623962
